"stockcode","description","units_sold","revenue"
"85124C","GREEN JUICY FRUIT PHOTO FRAME",426,1123.89
"85125","SMALL ROUND CUT GLASS CANDLESTICK",309,1479.51
"85126","LARGE ROUND CUTGLASS CANDLESTICK",156,1069.16
"85127","SMALL SQUARE CUT GLASS CANDLESTICK",276,1710.67
"85128","PLANTPOT SINGLE HOOK PISTACHIO",167,188.95
"85129A","WHITE PEARL BEADED HEART, SMALL",444,569.16
"85129B","BEADED CRYSTAL HEART GREEN SMALL",233,315.11
"85129C","BEADED CRYSTAL HEART BLUE SMALL",390,510.23
"85129D","BEADED CRYSTAL HEART PINK SMALL",793,1193.56
"85130A","BEADED PEARL HEART WHITE LARGE",685,1176.29
"85130B","BEADED CRYSTAL HEART GREEN LARGE",911,918.33
"85130C","BEADED CRYSTAL HEART BLUE  LARGE",659,737.89
"85130D","BEADED CRYSTAL HEART PINK LARGE",788,958.85
"85131A","BEADED PEARL HEART WHITE ON STICK",2025,1619.23
"85131B","BEADED CRYSTAL HEART GREEN ON STICK",948,730.74
"85131C","BEADED CRYSTAL HEART BLUE ON STICK",439,320.15
"85131D","BEADED CRYSTAL HEART PINK ON STICK",1423,1061.41
"85131D","BEADED CRYSTAL HEART PINK\ON STICK",20,31.30
"85132a","CHARLIE + LOLA BISCUITS TINS",10,135.13
"85132A","CHARLIE + LOLA BISCUITS TINS",1348,5152.07
"85132b","CHARLIE AND LOLA TABLE TINS",10,95.84
"85132B","CHARLIE AND LOLA TABLE TINS",919,2767.53
"85132c","CHARLIE AND LOLA FIGURES TINS",4,46.10
"85132C","CHARLIE AND LOLA FIGURES TINS",2062,5818.94
"85135A","YELLOW DRAGONFLY HELICOPTER",94,754.59
"85135B","BLUE DRAGONFLY HELICOPTER",151,1226.51
"85135C","RED DRAGONFLY HELICOPTER",162,1317.92
"85136A","YELLOW SHARK HELICOPTER",138,1121.28
"85136B","BLUE SHARK HELICOPTER",59,473.77
"85136C","RED SHARK HELICOPTER",179,1451.69
"85141","JARDIN ETCHED GLASS FRUITBOWL",182,1286.44
"85142","JARDIN ETCHED GLASS GINGER JAR",57,502.58
"85144","JARDIN ETCHED GLASS BUTTER DISH",68,471.40
"85144","JARDIN ETCHED GLASS CHEESE DISH",219,575.45
"85145","JARDIN ETCHED GLASS LARGE BELL JAR",91,809.05
"85146","JARDIN ETCHED GLASS SMALL BELL JAR",118,599.38
"85147","JARDIN ETCHED GLASS CANDLEHLDR LONG",61,301.95
"85150","LADIES & GENTLEMEN METAL SIGN",8361,20237.72
"85151","WELCOME METAL SIGN",44,55.00
"85152","HAND OVER THE CHOCOLATE   SIGN ",16373,31483.70
"85157","SET OF 2 CHESTS CHOCOLAT AU LAIT",1,12.72
"85159A","BLACK TEA,COFFEE,SUGAR JARS",492,1248.98
"85159b","WHITE TEA,COFFEE,SUGAR JARS",1,13.00
"85159B","WHITE TEA,COFFEE,SUGAR JARS",659,1503.50
"85160a","WHITE BIRD GARDEN DESIGN MUG",8,129.04
"85160A","WHITE BIRD GARDEN DESIGN MUG",8816,1493.75
"85160b","BLACK BIRD GARDEN DESIGN MUG",1,16.13
"85160B","BLACK BIRD GARDEN DESIGN MUG",6155,1032.70
"85161","ACRYLIC GEOMETRIC LAMP",51,863.85
"85162A","SILVER RETRODISC LAMPSHADE",607,1234.27
"85162B","BLACK RETRODISC LAMPSHADE",977,1905.15
"85162C","WHITE RETRODISC LAMPSHADE",904,1841.70
"85163A","WHITE BAROQUE WALL CLOCK ",103,1058.17
"85163B","BLACK BAROQUE WALL CLOCK ",115,1268.66
"85164b","BLACK BAROQUE CUCKOO CLOCK",1,26.04
"85164B","BLACK BAROQUE CUCKOO CLOCK",140,1825.18
"85165","CANDY PINK FRENCH BOUDOIR CLOCK",90,872.76
"85166A","WHITE METAL BAROQUE PHOTO FRAME",77,158.90
"85166B","BLACK METAL BAROQUE PHOTO FRAME",510,864.10
"85167A","WHITE GRAND BAROQUE PHOTO FRAME",176,396.80
"85167B","BLACK GRAND BAROQUE PHOTO FRAME",692,1426.34
"85168A","WHITE BAROQUE CARRIAGE CLOCK",22,218.90
"85168B","BLACK BAROQUE CARRIAGE CLOCK",72,652.17
"85169A","IVORY LOVE BIRD CANDLE",1252,1385.82
"85169B","BLACK LOVE BIRD CANDLE",428,502.91
"85169C","EAU DE NIL LOVE BIRD CANDLE",505,566.82
"85169D","PINK LOVE BIRD CANDLE",521,603.98
"85170A","SET/6 IVORY BIRD T-LIGHT CANDLES",848,1585.06
"85170B","SET/6 BLACK BIRD T-LIGHT CANDLES",283,475.91
"85170C","SET/6 EAU DE NIL BIRD T-LIGHTS",543,993.03
"85170D","SET/6 PINK BIRD T-LIGHT CANDLES",723,1296.36
"85171","S/2 HYACINTH BULB CANDLES",1,2.55
"85172","HYACINTH BULB T-LIGHT CANDLES",4271,2274.56
"85173","SET/6 FROG PRINCE T-LIGHT CANDLES",1018,1826.07
"85174","S/4 CACTI CANDLES",1459,7193.46
"85175","CACTI T-LIGHT CANDLES",15566,6606.26
"85176","SEWING SUSAN 21 NEEDLE SET",2748,2293.00
"85177","BASKET OF FLOWERS SEWING KIT",1820,1514.78
"85178","VICTORIAN SEWING KIT",5478,6024.52
"85179a","GREEN BITTY LIGHT CHAIN",2,11.78
"85179A","GREEN BITTY LIGHT CHAIN",217,511.07
"85179B","WHITE BITTY LIGHT CHAIN ",246,1056.60
"85179C","PINK BITTY LIGHT CHAIN",116,257.15
"85180A","RED HEARTS LIGHT CHAIN ",629,1636.42
"85180B","PINK HEARTS LIGHT CHAIN ",364,1022.16
"85183A","CHARLIE & LOLA WASTEPAPER BIN BLUE",1512,2275.75
"85183B","CHARLIE & LOLA WASTEPAPER BIN FLORA",1725,2731.76
"85184B","SET 4 EASTER DECOUPAGE OVAL BOXES",14,41.30
"85184c","S/4 VALENTINE DECOUPAGE HEART BOX",4,23.77
"85184c","SET 4 VALENTINE DECOUPAGE HEART BOX",2,11.58
"85184C","S/4 VALENTINE DECOUPAGE HEART BOX",2106,4345.96
"85184C","SET 4 VALENTINE DECOUPAGE HEART BOX",169,545.75
"85184d","S/4 BLUE ROUND DECOUPAGE BOXES",1,5.91
"85184D","S/4 BLUE ROUND DECOUPAGE BOXES",8311,4546.78
"85185B","PINK HORSE SOCK PUPPET",551,1719.56
"85185B","PINK HORSE SOCK PUPPET KIT",42,123.90
"85185C","COW  SOCK PUPPET",58,171.10
"85185D","FROG SOCK PUPPET",195,636.11
"85185E","DUCK SOCK PUPPET",4,11.80
"85185F","LION SOCK PUPPET",37,109.15
"85186A","EASTER BUNNY GARLAND OF FLOWERS",1473,685.87
"85186B","BUNNY BUNCH OF FLOWERS",14,5.88
"85186C","BUNNY EGG GARLAND",1400,658.19
"85187","S/12 MINI RABBIT EASTER",479,816.48
"85188A","GREEN METAL SWINGING BUNNY",944,824.97
"85188B","PINK METAL SWINGING BUNNY",748,660.88
"85189","HANGING BUTTERFLY  EGG",1176,967.95
"85190","PINK FLOWER HANGING HEART ",138,122.46
"85192S","HANGING SPRING FLOWER HEART SMALL",3,1.95
"85194L","HANGING SPRING FLOWER EGG LARGE",1818,1560.63
"85194S","HANGING SPRING FLOWER EGG SMALL",1760,889.46
"85195","HANGING HEART BASKET",146,269.44
"85196","EASTER BUNNIES ON A STICK",1564,831.04
"85197","SET OF 12 MINI BUNNIES IN A BUCKET",1669,959.46
"85198","ASSORTED FARMYARD ANIMALS IN BUCKET",3859,1469.50
"85199L","LARGE HANGING IVORY & RED WOOD BIRD",3455,2285.02
"85199S","SMALL HANGING IVORY/RED WOOD BIRD",6022,2789.28
"85200","BUNNY EGG BOX",1045,1319.09
"85202","HANGING WOOD AND FELT HEART",1208,570.09
"85203","HANGING WOOD AND FELT BUTTERFLY ",1463,665.91
"85204","HANGING WOOD AND FELT FLOWER",2353,460.90
"85205A","IVORY FELT EASTER RABBIT GARLAND",66,168.30
"85205B","PINK FELT EASTER RABBIT GARLAND",241,669.38
"85206A","CREAM FELT EASTER EGG BASKET",2327,3982.91
"85206B","PINK FELT EASTER EGG BASKET",1538,2477.30
"85208","SET/12 FUNKY FELT FLOWER PEG IN BAG",420,836.94
"85211","S/4 GROOVY CAT MAGNETS",306,467.40
"85212","MINI PAINTED GARDEN DECORATION ",2831,1096.56
"85213","MINI  ZINC GARDEN DECORATIONS ",1378,829.00
"85214","TUB 24 PINK FLOWER PEGS",514,886.23
"85215","ASSORTED CHEESE FRIDGE MAGNETS",831,643.89
"85216","ASSORTED CAKES FRIDGE MAGNETS",2849,2154.22
"85217","ASSORTED ICE CREAM FRIDGE MAGNETS",2869,1981.85
"85218","S/5 MINI ICE CREAM FRIDGE MAGNETS",1992,625.20
"85220","SMALL FAIRY CAKE FRIDGE MAGNETS",12236,6875.00
"85221","ASSORTED COLOUR SILK COIN PURSE",3558,1685.46
"85222","ASSORTED COLOUR SILK COSMETIC PURSE",1406,1579.68
"85224","ASSORTED COLOUR SILK GLASSES CASE",2004,1120.96
"85225","BLING KEY RING STAND",19,22.50
"85226A","WHITE/BLUE PULL BACK RACING CAR",1714,933.07
"85226C","BLUE PULL BACK RACING CAR",989,522.31
"85227","SET OF 6 3D KIT CARDS FOR KIDS",2848,2605.75
"85227","SET/6 3D KIT CARDS FOR KIDS",592,480.69
"85230A","OPIUM SCENTED VOTIVE CANDLE",1992,497.04
"85230B","CINNAMON SCENTED VOTIVE CANDLE",2120,561.04
"85230C","ROSE SCENTED VOTIVE CANDLE",24,6.96
"85230D","VANILLA SCENTED VOTIVE CANDLE",24,6.96
"85230E","STRAWBRY SCENTED VOTIVE CANDLE",2445,628.41
"85230F","JASMINE VOTIVE CANDLE",2946,725.70
"85230G","ORANGE VOTIVE CANDLE",1680,425.76
"85231b","CINAMMON SET OF 9 T-LIGHTS",4,6.58
"85231B","CINAMMON SET OF 9 T-LIGHTS",2054,1877.84
"85231e","STRAWBERRY SCENTED SET/9 T-LIGHTS",1,1.66
"85231E","STRAWBERRY SCENTED SET/9 T-LIGHTS",835,695.23
"85231g","ORANGE SCENTED SET/9 T-LIGHTS",6,9.78
"85231G","ORANGE SCENTED SET/9 T-LIGHTS",1474,1281.31
"85231L","LAVENDER SCENTED SET/9 T-LIGHTS",1039,838.35
"85232a","SET/3 POLKA DOT STACKING TINS",2,20.34
"85232A","SET/3 POLKA DOT STACKING TINS",262,1311.42
"85232A","SET/3 POLKADOT STACKING TINS",113,578.46
"85232b","SET OF 3 BABUSHKA STACKING TINS",9,91.53
"85232b","SET/3 RUSSIAN DOLL STACKING TINS",16,162.94
"85232B","SET OF 3 BABUSHKA STACKING TINS",1093,5465.39
"85232B","SET/3 RUSSIAN DOLL STACKING TINS",1968,9867.14
"85232C","RUSSIAN FOLKART STACKING TINS",1,4.95
"85232d","SET/3 DECOUPAGE STACKING TINS",1,10.17
"85232D","SET/3 DECOUPAGE STACKING TINS",701,3636.66
"90000A","RASPBERRY ANT COPPER FLOWER NECKLAC",33,198.98
"90000B","MIDNIGHT BLUE COPPER FLOWER NECKLAC",29,177.29
"90000C","OPAL WHITE/SILVER FLOWER NECKLACE",2,12.32
"90000D","COPPER/OLIVE GREEN FLOWER NECKLACE",51,313.75
"90001A","ANTIQUE RASPBERRY FLOWER EARRINGS",11,46.60
"90001B","ANTIQUE MID BLUE FLOWER EARRINGS",13,55.12
"90001C","ANTIQUE OPAL WHITE FLOWER EARRINGS",11,46.70
"90001D","ANTIQUE OLIVE GREEN FLOWER EARRINGS",20,84.96
"90002A","FLOWER BURST SILVER RING OPAL",36,135.00
"90002B","FLOWER BURST SILVER RING ROSE",22,82.74
"90002C","FLOWER BURST SILVER RING MIDN'T BLU",33,124.38
"90002D","FLOWER BURST SILVER RING CRYSTAL",104,365.74
"90002E","FLOWER BURST SILVER RING GREEN",18,67.77
"90003B","ROSE COLOUR PAIR HEART HAIR SLIDES",44,165.81
"90003C","MIDNIGHT BLUE PAIR HEART HAIR SLIDE",51,191.54
"90003D","CRYSTAL PAIR HEART HAIR SLIDES",60,226.17
"90003E","GREEN PAIR HEART HAIR SLIDES",32,120.31
"90004A","JADE GREEN PAIR ENAMEL HAIR SLIDES",1,3.75
"90005A","JADE GREEN ENAMEL HAIR COMB",106,216.87
"90010A","MIDNIGHT BLUE GLASS/SILVER BRACELET",49,443.85
"90010B","BLACK/WHITE GLASS/SILVER BRACELET",63,578.02
"90010E","AMBER GLASS/SILVER BRACELET",56,501.65
"90011A","MIDNIGHT BLUE CRYSTAL DROP EARRINGS",15,44.28
"90011B","BLACK CRYSTAL DROP EARRINGS",20,59.06
"90011C","GREEN CRYSTAL DROP EARRINGS",12,35.33
"90011D","PURPLE CRYSTAL DROP EARRINGS",5,14.75
"90011E","AMBER CRYSTAL DROP EARRINGS",8,23.61
"90012A","MIDNIGHT BLUE DROP CRYSTAL NECKLACE",13,74.38
"90012B","BLACK DROP CRYSTAL NECKLACE",17,85.90
"90013A","MIDNIGHT BLUE VINTAGE EARRINGS",115,434.27
"90013B","BLACK VINTAGE EARRINGS",104,428.92
"90013C","GREEN VINTAGE EARRINGS ",88,353.55
"90013D","PURPLE VINTAGE EARRINGS",46,178.11
"90013E","AMBER VINTAGE EARRINGS ",2,8.57
"90014A","SILVER M.O.P. ORBIT NECKLACE",11,54.80
"90014A","SILVER/MOP ORBIT NECKLACE",44,447.21
"90014B","GOLD M PEARL  ORBIT NECKLACE",32,327.81
"90014B","GOLD M.O.P. ORBIT NECKLACE",2,5.90
"90014C","SILVER AND BLACK ORBIT NECKLACE",2,13.35
"90014C","SILVER/BLACK ORBIT NECKLACE",27,271.33
"90016A","SILVER/M.O.P PENDANT ORBIT NECKLACE",29,207.86
"90016B","GOLD/M.O.P PENDANT ORBIT NECKLACE",37,312.14
"90016C","SILVER/BLACK PENDANT ORBIT NECKLACE",17,144.07
"90018A","SILVER M.O.P ORBIT DROP EARRINGS",75,316.99
"90018B","GOLD M.O.P ORBIT DROP EARRINGS",39,164.62
"90018C","SILVER BLACK ORBIT DROP EARRINGS",28,118.51
"90019A","SILVER M.O.P ORBIT BRACELET",68,354.59
"90019B","GOLD M.O.P ORBIT BRACELET",32,168.62
"90019C","SILVER BLACK ORBIT BRACELET",40,213.38
"90020","FILIGREE DIAMANTE CHAIN",6,76.23
"90021","LASER CUT MULTI STRAND NECKLACE",5,59.75
"90022","EDWARDIAN DROP EARRINGS JET BLACK",37,139.67
"90023","FILIGREE DIAMANTE EARRINGS",31,131.74
"90024A","NEW BAROQUE B'FLY NECKLACE BLACK",5,42.50
"90024B","NEW BAROQUE B'FLY NECKLACE RED",25,212.24
"90024C","NEW BAROQUE B'FLY NECKLACE GREEN",11,93.48
"90024D","NEW BAROQUE B'FLY NECKLACE PINK",15,127.50
"90024E","NEW BAROQUE B'FLY NECKLACE MONTANA",16,135.98
"90024F","NEW BAROQUE B'FLY NECKLACE CRYSTAL",8,67.61
"90025A","BAROQUE BUTTERFLY EARRINGS BLACK",2,7.50
"90025B","BAROQUE BUTTERFLY EARRINGS RED",3,11.29
"90025C","BAROQUE BUTTERFLY EARRINGS GREEN",6,22.56
"90025D","BAROQUE BUTTERFLY EARRINGS PINK",5,18.69
"90025E","BAROQUE BUTTERFLY EARRINGS MONTANA",7,26.50
"90025F","BAROQUE BUTTERFLY EARRINGS CRYSTAL",8,30.23
"90026A","GLASS BEAD HOOP NECKLACE BLACK",11,93.47
"90026B","GLASS BEAD HOOP NECKLACE MONTANA",8,67.82
"90026C","GLASS BEAD HOOP NECKLACE GREEN",8,67.82
"90026D","GLASS BEAD HOOP NECKLACE AMETHYST",10,85.00
"90027A","GLASS BEAD HOOP EARRINGS BLACK",9,26.52
"90027B","GLASS BEAD HOOP EARRINGS MONTANA",13,38.28
"90027C","GLASS BEAD HOOP EARRINGS GREEN",14,41.17
"90027D","GLASS BEAD HOOP EARRINGS AMETHYST",23,72.18
"90028","NEW BAROQUE LARGE NECKLACE BLK/WHIT",29,244.79
"90029","NEW BAROQUE SMALL NECKLACE BLACK",23,195.14
"90030A","SPOTTED WHITE NATURAL SEED NECKLACE",79,113.76
"90030B","RED KUKUI COCONUT SEED NECKLACE",139,292.08
"90030C","BROWN KUKUI COCONUT SEED NECKLACE",87,151.30
"90031","BILI NUT AND WOOD NECKLACE",52,71.90
"90032","IVORY SHELL HEART NECKLACE",48,271.88
"90033","IVORY SHELL HEART EARRINGS",22,55.88
"90034","WHITE SILVER NECKLACE SHELL GLASS",5,50.48
"90035A","PEARL & SHELL 42""NECKL. GREEN",24,257.55
"90035B","PEARL & SHELL 42""NECKL. PINK",43,380.89
"90035C","PEARL & SHELL 42""NECKL. IVORY",28,301.00
"90036A","FLOWER GARLAND NECKLACE RED",27,215.76
"90036B","FLOWER GLASS GARLAND NECKL.36""GREEN",18,143.10
"90036C","FLOWER GLASS GARLAND NECKL.36""BLUE",31,246.83
"90036D","FLOWER GLASS GARLAND NECKL.36""BLACK",38,302.29
"90036E","FLOWER GLASS GARLD NECKL36""AMETHYST",45,358.87
"90036F","FLOWER GLASS GARLD NECKL36""TURQUOIS",24,192.17
"90037A","TINY CRYSTAL BRACELET RED",26,66.31
"90037B","TINY CRYSTAL BRACELET GREEN",28,71.17
"90037C","TINY CRYSTAL BRACELET BLUE",26,66.08
"90037D","TINY CRYSTALS BRACELET BLACK",14,35.87
"90038A","GLASS AND PAINTED BEADS BRACELET TO",36,135.80
"90038B","GLASS AND PAINTED BEADS BRACELET OL",21,79.19
"90038C","GLASS AND BEADS BRACELET IVORY",19,71.46
"90039A","FIRE POLISHED GLASS BRACELET RED",10,37.61
"90039B","FIRE POLISHED GLASS BRACELET MONTAN",21,78.99
"90039C","FIRE POLISHED GLASS BRACELET BLACK",23,86.65
"90039D","FIRE POLISHED GLASS BRACELET GREEN",43,162.66
"90040A","MURANO STYLE GLASS BRACELET RED",53,207.05
"90040B","MURANO STYLE GLASS BRACELET BLACK",71,255.97
"90040C","MURANO STYLE GLASS BRACELET GOLD",41,146.75
"90040D","MURANO STYLE GLASS BRACELET PINK",41,148.87
"90041","PEARL AND CHERRY QUARTZ BRACLET",7,25.67
"90042A","FRESHWATER PEARL BRACELET GOLD",63,160.79
"90042B","FRESHWATER PEARL BRACELET PINK",17,43.35
"90042C","FRESHWATER PEARL BRACELET IVORY",59,150.21
"90043","COPPER AND BRASS BAG CHARM",10,54.51
"90046","WHITE WITH METAL BAG CHARM",13,64.35
"90048","GREEN WITH METAL BAG CHARM",31,158.89
"90049","IVORY GOLD METAL BAG CHARM",20,114.24
"90050","CRACKED GLAZE NECKLACE IVORY",10,70.16
"90051","CRACKED GLAZE NECKLACE RED",15,105.72
"90052","CRACKED GLAZE NECKLACE BROWN",7,49.58
"90053","CRACKED GLAZE EARRINGS IVORY",10,25.23
"90054","CRACKED GLAZE EARRINGS RED",17,43.02
"90055","CRACKED GLAZE EARRINGS BROWN",10,25.28
"90056","CHUNKY CRACKED GLAZE NECKLACE IVORY",19,207.94
"90057","DIAMANTE RING ASSORTED IN BOX.",1804,2675.88
"90058A","CRYSTAL STUD EARRINGS CLEAR DISPLAY",576,218.88
"90058B","CRYSTAL STUD EARRINGS ASSORTED COL ",1082,509.08
"90059A","DIAMANTE HAIR GRIP PACK/2 CRYSTAL",94,156.98
"90059B","DIAMANTE HAIR GRIP PACK/2 BLACK DIA",27,44.87
"90059C","DIAMANTE HAIR GRIP PACK/2 MONTANA",41,68.18
"90059D","DIAMANTE HAIR GRIP PACK/2 PERIDOT",64,106.74
"90059E","DIAMANTE HAIR GRIP PACK/2 RUBY",53,88.31
"90059F","DIAMANTE HAIR GRIP PACK/2 LT ROSE",48,79.87
"90060B","FIRE POLISHED GLASS NECKL GOLD",6,35.70
"90060C","FIRE POLISHED GLASS NECKL SILVER",7,41.65
"90060D","FIRE POLISHED GLASS NECKL BRONZE",12,71.40
"90060F","FIRE POLISHED GLASS NECKL GREEN",28,166.14
"90062","CARNIVAL BRACELET",204,2591.42
"90063A","WHITE VINT ART DECO CRYSTAL NECKLAC",21,178.48
"90063B","BLACK VINT ART DEC CRYSTAL NECKLACE",20,170.17
"90064A","WHITE VINTAGE CRYSTAL EARRINGS",20,79.14
"90064B","BLACK VINTAGE  CRYSTAL EARRINGS",21,78.75
"90065A","WHITE VINTAGE CRYSTAL BRACELET",26,180.46
"90065B","BLACK VINT ART DEC CRYSTAL BRACELET",22,154.87
"90066A","PINK VINTAGE VICTORIAN CHOKER",5,33.75
"90067A","PINK VINTAGE VICTORIAN EARRINGS",33,97.24
"90067B","BROWN VINTAGE VICTORIAN EARRINGS",16,47.12
"90068","RUBY GLASS NECKLACE 42""",2,15.00
"90069","RUBY GLASS CLUSTER NECKLACE",11,82.50
"90070","RUBY GLASS CLUSTER BRACELET",63,385.15
"90071","RUBY GLASS CLUSTER EARRINGS",87,108.99
"90072","RUBY DROP CHANDELIER EARRINGS",44,176.31
"90073","VINTAGE ENAMEL & CRYSTAL EARRINGS",50,250.34
"90074","BLACK DIAMOND CLUSTER NECKLACE",7,64.09
"90075","MONTANA DIAMOND CLUSTER NECKLACE",10,92.18
"90076","MONTANA DIAMOND CLUSTER EARRINGS",12,33.00
"90077","BLACK DIAMOND CLUSTER EARRINGS",5,14.40
"90078","PINK/WHITE GLASS DEMI CHOKER",9,67.64
"90079","VINTAGE ENAMEL & CRYSTAL NECKLACE",21,104.77
"90081A","LILY BROOCH AMETHYST COLOUR",49,242.80
"90081B","LILY BROOCH WHITE/SILVER COLOUR",7,34.65
"90081C","LILY BROOCH OLIVE COLOUR",50,250.47
"90082A","DIAMANTE BOW BROOCH GREEN COLOUR",55,353.71
"90082B","DIAMANTE BOW BROOCH RED COLOUR",58,368.30
"90082C","DIAMANTE BOW BROOCH WHITE COLOUR",3,19.93
"90082D","DIAMANTE BOW BROOCH BLACK COLOUR",103,664.35
"90083","CRYSTAL CZECH CROSS PHONE CHARM",52,48.08
"90084","PINK CRYSTAL GUITAR PHONE CHARM",64,54.40
"90085","CRYSTAL STILETTO PHONE CHARM",311,275.53
"90086","CRYSTAL FROG PHONE CHARM",216,182.79
"90087","CRYSTAL SEA HORSE PHONE CHARM",311,249.56
"90088","CRYSTAL KEY+LOCK PHONE CHARM",101,86.70
"90089","PINK CRYSTAL SKULL PHONE CHARM",104,91.90
"90090","PINK CRYSTAL HEART PHONE CHARM",263,227.72
"90091","CRYSTAL DRAGONFLY PHONE CHARM",3,2.55
"90092","BLUE CRYSTAL BOOT PHONE CHARM",102,87.51
"90093","CLEAR CRYSTAL STAR PHONE CHARM",209,165.34
"90094","NECKLACE+BRACELET SET FRUIT SALAD ",74,187.62
"90095","NECKLACE+BRACELET SET PINK BLOSSOM",8,22.91
"90096","NECKLACE+BRACELET SET BLUE BLOSSOM",104,243.61
"90098","NECKLACE+BRACELET PINK BUTTERFLY",137,301.28
"90099","NECKLACE+BRACELET SET BLUE HIBISCUS",42,129.69
"90100","NECKLACE+BRACELET SET PINK DAISY",30,76.50
"90101","WHITE FRANGIPANI NECKLACE",52,131.16
"90102","WHITE FRANGIPANI HAIR CLIP",19,16.11
"90103","PURPLE FRANGIPANI NECKLACE",44,110.85
"90104","PURPLE FRANGIPANI HAIRCLIP",129,108.11
"90108","BLUE BLOSSOM HAIR CLIP",109,125.83
"90111","BLUE HIBISCUS  HAIR CLIP",7,7.35
"90112","PINK DOLLY HAIR CLIPS",84,91.25
"90114","SUMMER DAISIES BAG CHARM",205,514.18
"90115","SUMMER BUTTERFLIES BAG CHARM",108,278.96
"90116","FRUIT SALAD BAG CHARM",106,225.52
"90118","PINK DAISY BAG CHARM",42,107.39
"90119","METALIC LEAVES BAG CHARMS",97,243.07
"90120A","PINK MURANO TWIST BRACELET",93,395.68
"90120B","BLUE MURANO TWIST BRACELET",107,451.44
"90120C","GREEN MURANO TWIST BRACELET",109,462.32
"90120D","WHITE MURANO TWIST BRACELET",134,554.13
"90121B","VINTAGE ROSE BEAD BRACELET BLUE",19,80.75
"90122A","PINK CRYSTAL+GLASS BRACELET",55,273.89
"90122B","JADE CRYSTAL+GLASS BRACELET",46,228.99
"90122C","TURQUOISE CRYSTAL+GLASS BRACELET",54,269.10
"90123A","PINK HEART OF GLASS BRACELET",36,214.07
"90123B","TURQUOISE HEART OF GLASS BRACELET",26,154.69
"90123C","GREEN HEART OF GLASS BRACELET",27,160.75
"90123D","WHITE HEART OF GLASS BRACELET",29,172.39
"90124A","PINK MURANO TWIST NECKLACE",30,299.28
"90124B","BLUE MURANO TWIST NECKLACE",39,391.18
"90124C","GREEN MURANO TWIST NECKLACE",22,220.21
"90125A","PINK BERTIE GLASS BEAD BAG CHARM",149,183.97
"90125B","AQUA BERTIE GLASS BEAD BAG CHARM",44,79.57
"90125C","TURQUOISE BERTIE GLASS BEAD CHARM",92,101.35
"90125D","PURPLE BERTIE GLASS BEAD BAG CHARM",136,223.74
"90125E","AMBER BERTIE GLASS BEAD BAG CHARM",18,44.19
"90126A","PINK BERTIE MOBILE PHONE CHARM",20,37.14
"90126B","BLUE BERTIE MOBILE PHONE CHARM",3,8.48
"90126C","AMBER BERTIE MOBILE PHONE CHARM",21,42.10
"90127A","PINK BEADS+HAND PHONE CHARM",14,19.92
"90127B","BLUE BEADS+HAND PHONE CHARM",2,2.50
"90128A","PINK LEAVES AND BEADS PHONE CHARM",31,46.21
"90128B","BLUE LEAVES AND BEADS PHONE CHARM",18,23.76
"90128C","GREEN LEAVES AND BEADS PHONE CHARM",17,25.04
"90128D","PURPLE LEAVES AND BEADS PHONE CHAR",13,21.24
"90129A","PINK GLASS TASSLE BAG CHARM ",151,295.38
"90129B","TURQUOISE GLASS TASSLE BAG CHARM ",146,329.95
"90129C","GREEN GLASS TASSLE BAG CHARM",107,243.38
"90129D","AMBER GLASS TASSLE BAG CHARM",67,161.57
"90129E","PURPLE GLASS TASSLE BAG CHARM",129,263.14
"90129F","RED GLASS TASSLE BAG CHARM",81,183.26
"90130A","WHITE STONE/CRYSTAL EARRINGS",28,82.51
"90130B","TURQ STONE/CRYSTAL EARRINGS",64,188.09
"90130C","GREEN STONE/CRYSTAL EARRINGS",25,73.62
"90130D","RED STONE/CRYSTAL EARRINGS",13,38.31
"90131","PINK/AMETHYST/GOLD NECKLACE",10,69.62
"90132","LIGHT TOPAZ TEAL/AQUA COL NECKLACE",7,35.63
"90133","TEAL/FUSCHIA COL BEAD NECKLACE",47,236.46
"90134","OLD ROSE COMBO BEAD NECKLACE",126,370.92
"90135","ORANGE/WHT/FUSCHIA STONES NECKLACE",9,44.75
"90135A","ORANGE/FUSCHIA STONES NECKLACE",11,54.62
"90136","PALE PINK/AMETHYST STONE NECKLACE",4,40.47
"90137","PINK COMBO MINI CRYSTALS NECKLACE",26,132.52
"90138","WHITE/PINK MINI CRYSTALS NECKLACE",24,125.64
"90139","FLOWER BROOCH 4 ASSORTED COLOURS",23,118.24
"90140","PINK SWEETIE NECKLACE",9,67.90
"90141A","GREEN PENDANT TRIPLE SHELL NECKLACE",20,104.95
"90141B","IVORY PENDANT TRIPLE SHELL NECKLACE",13,64.94
"90141C","TURQ PENDANT TRIPLE SHELL NECKLACE",16,83.69
"90141D","ROSE PENDANT TRIPLE SHELL NECKLACE",7,36.33
"90141E","ORANGE PENDANT TRIPLE SHELL NECKLAC",10,50.06
"90142A","GREEN PENDANT SHELL NECKLACE",5,25.45
"90142B","IVORY PENDANT SHELL NECKLACE",1,5.09
"90142C","ROSE PINK PENDANT SHELL NECKLACE",1,5.09
"90142D","MOP PENDANT SHELL NECKLACE",11,54.59
"90143","SILVER BRACELET W PASTEL FLOWER",79,599.13
"90144","SILVER DROP EARRINGS WITH FLOWER",53,199.45
"90145","SILVER HOOP EARRINGS WITH FLOWER",75,455.86
"90146","FINE SILVER NECKLACE W PASTEL FLOWE",41,276.49
